Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2023-11-14;2023;N;N;De 16h à 20h;1989
VIROFLAY-RIVE-GAUCHE;87393215;JOB;2023-11-14;2023;N;N;De 6h à 10h;1574
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;Avant 6h;29
VIRY-CHATILLON;87681312;SAM;2024-02-03;2024;D;D;De 6h à 10h;446
VIRY-CHATILLON;87681312;JOB;2024-05-03;2024;D;D;De 6h à 10h;1195
VIRY-CHATILLON;87681312;JOB;2024-12-03;2024;D;D;Après 20h;17
VITRY-SUR-SEINE;87545293;SAM;2017-04-22;2017;C;C;De 16h à 20h;1217
VITRY-SUR-SEINE;87545293;JOB;2017-04-25;2017;C;C;De 10h à 16h;2016
VOSVES;87682500;SAM;2024-02-03;2024;D;D;Après 20h;1
VOSVES;87682500;SAM;2024-02-03;2024;D;D;De 10h à 16h;16
VOSVES;87682500;JOB;2024-12-03;2024;D;D;De 10h à 16h;18
VOSVES;87682500;JOB;2024-12-03;2024;D;D;De 6h à 10h;70
VOSVES;87682500;JOB;2024-02-04;2024;D;D;Après 20h;3
VOSVES;87682500;JOB;2024-02-04;2024;D;D;De 16h à 20h;17
YERRES;87682112;DIM;2024-03-03;2024;D;D;Après 20h;116
YERRES;87682112;DIM;2024-03-03;2024;D;D;Avant 6h;26
YERRES;87682112;DIM;2024-03-03;2024;D;D;De 16h à 20h;521
YERRES;87682112;DIM;2024-03-03;2024;D;D;De 6h à 10h;382
YERRES;87682112;JOB;2024-05-03;2024;D;D;Avant 6h;224
YERRES;87682112;JOB;2024-05-03;2024;D;D;De 10h à 16h;1272
ABLON;87545269;DIM;2017-04-23;2017;C;C;De 10h à 16h;434
ABLON;87545269;DIM;2017-04-23;2017;C;C;De 6h à 10h;93
ABLON;87545269;JOB;2017-04-25;2017;C;C;Après 20h;76
ABLON;87545269;JOB;2017-04-25;2017;C;C;De 10h à 16h;624
ABLON;87545269;JOB;2017-04-25;2017;C;C;De 16h à 20h;515
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-23;2022;A;A;Après 20h;0
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-30;2022;A;A;Avant 6h;3
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-30;2022;A;A;De 10h à 16h;64
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;Avant 6h;39
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;De 16h à 20h;663
ACHERES-VILLE;87381657;JOB;2022-11-30;2022;A;A;De 10h à 16h;1010
ACHERES-VILLE;87381657;JOB;2023-11-14;2023;L;L3;Après 20h;17
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-16;2019;B;B;De 16h à 20h;1345
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-16;2019;B;B;De 6h à 10h;828
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-23;2019;B;B;De 6h à 10h;462
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;De 16h à 20h;2371
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-05-10;2023;B;B;De 16h à 20h;4144
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-10-10;2023;B;B;Après 20h;47
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-10-10;2023;B;B;De 6h à 10h;146
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-23;2019;B;B;De 10h à 16h;3749
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;Après 20h;491
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;De 10h à 16h;5673
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;De 6h à 10h;2401
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-24;2019;B;B;Après 20h;3610
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-24;2019;B;B;De 16h à 20h;437
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-05-10;2023;B;B;Avant 6h;146
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-05-10;2023;B;B;De 6h à 10h;2514
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;335
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-09-18;2021;T4;T4;Avant 6h;4
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;109
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;82
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;Après 20h;38
ALLEE-ROYALE;87710913;DIM;2023-10-15;2023;T13;T13;Après 20h;7
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;Avant 6h;8
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;De 6h à 10h;588
ARBORETUM;87704320;DIM;2021-12-09;2021;T4;T4;Après 20h;30
ARBORETUM;87704320;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;126
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;De 10h à 16h;1995
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;De 16h à 20h;1347
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;Avant 6h;94
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;De 16h à 20h;2941
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J4;Après 20h;437
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J4;De 6h à 10h;752
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;Avant 6h;372
ARPAJON;87545467;SAM;2017-04-22;2017;C;C;Avant 6h;56
ARPAJON;87545467;SAM;2017-04-22;2017;C;C;De 16h à 20h;350
ARPAJON;87545467;DIM;2017-04-23;2017;C;C;De 6h à 10h;110
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L2;De 16h à 20h;1318
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;De 10h à 16h;2825
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J4;De 10h à 16h;1427
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L2;De 10h à 16h;1576
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L2;De 6h à 10h;387
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L3;De 10h à 16h;1919
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J4;De 16h à 20h;4363
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J4;De 6h à 10h;2197
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;De 10h à 16h;2485
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;De 6h à 10h;4279
ATHIS-MONS;87545251;SAM;2017-04-22;2017;C;C;De 10h à 16h;619
ATHIS-MONS;87545251;DIM;2017-04-23;2017;C;C;De 6h à 10h;103
ATHIS-MONS;87545251;JOB;2017-04-25;2017;C;C;Après 20h;119
ATHIS-MONS;87545251;JOB;2017-04-25;2017;C;C;De 16h à 20h;719
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 16h à 20h;207
AULNAY-SOUS-BOIS;87271411;SAM;2019-03-16;2019;B;B;Après 20h;2363
AULNAY-SOUS-BOIS;87271411;SAM;2019-03-16;2019;B;B;Avant 6h;513
AULNAY-SOUS-BOIS;87271411;SAM;2021-09-18;2021;T4;T4;Avant 6h;35
AULNAY-SOUS-BOIS;87271411;SAM;2023-11-18;2023;K;K;De 16h à 20h;163
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 6h à 10h;1894
AULNAY-SOUS-BOIS;87271411;DIM;2023-11-19;2023;K;K;De 6h à 10h;77
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;1323
AUVERS-SUR-OISE;87276543;SAM;2023-11-18;2023;H;H;De 6h à 10h;15
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2017-04-22;2017;C;C;Après 20h;262
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2017-04-23;2017;C;C;Après 20h;109
AVENUE-FOCH;87381038;DIM;2017-04-23;2017;C;C;Après 20h;85
AVENUE-FOCH;87381038;DIM;2017-04-23;2017;C;C;De 10h à 16h;248
AVENUE-FOCH;87381038;DIM;2017-04-23;2017;C;C;De 6h à 10h;49
AVENUE-FOCH;87381038;JOB;2017-04-25;2017;C;C;De 6h à 10h;379
AVENUE-HENRI-MARTIN;87381046;SAM;2017-04-22;2017;C;C;De 10h à 16h;322
AVENUE-HENRI-MARTIN;87381046;SAM;2017-04-22;2017;C;C;De 16h à 20h;270
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;De 10h à 16h;292
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;De 16h à 20h;180
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;De 10h à 16h;413
BAGNEAUX-SUR-LOING;87684191;DIM;2023-11-19;2023;R;R;Après 20h;11
BAGNEAUX-SUR-LOING;87684191;DIM;2023-11-19;2023;R;R;De 16h à 20h;54
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;Après 20h;8
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;44
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;327
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;De 10h à 16h;234
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;De 16h à 20h;147
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;De 6h à 10h;77
BALLANCOURT;87681437;JOB;2024-12-03;2024;D;D;Avant 6h;28
BALLANCOURT;87681437;JOB;2024-02-04;2024;D;D;Après 20h;15
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;De 16h à 20h;1111
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L3;Après 20h;532
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L3;De 16h à 20h;3891
BELLEVUE;87393116;SAM;2023-11-18;2023;N;N;De 16h à 20h;402
BELLEVUE;87393116;DIM;2023-11-19;2023;N;N;De 16h à 20h;295
BELLEVUE;87393116;JOB;2023-11-14;2023;N;N;Avant 6h;14
BELLEVUE;87393116;JOB;2023-11-14;2023;N;N;De 6h à 10h;766
BELLOY-SAINT-MARTIN;87276550;DIM;2023-11-19;2023;H;H;De 10h à 16h;50
BELLOY-SAINT-MARTIN;87276550;DIM;2023-11-19;2023;H;H;De 16h à 20h;37
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;Après 20h;9
BESSANCOURT;87276642;DIM;2023-11-19;2023;H;H;Après 20h;36
BESSANCOURT;87276642;JOB;2023-11-14;2023;H;H;De 16h à 20h;259
BEYNES;87393363;SAM;2023-11-18;2023;N;N;De 16h à 20h;54
BEYNES;87393363;DIM;2023-11-19;2023;N;N;De 10h à 16h;68
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;Après 20h;5621
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;De 16h à 20h;6368
BIEVRES;87393546;DIM;2017-04-23;2017;C;C;De 16h à 20h;47
BIEVRES;87393546;JOB;2017-04-25;2017;C;C;Après 20h;18
BIEVRES;87393546;JOB;2017-04-25;2017;C;C;De 6h à 10h;334
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;Après 20h;0
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 16h à 20h;6
BOIGNEVILLE;87684407;JOB;2024-12-03;2024;D;D;De 10h à 16h;15
BOIS-COLOMBES;87381079;SAM;2023-11-18;2023;J;J4;Avant 6h;56
BOIS-COLOMBES;87381079;DIM;2023-11-19;2023;J;J4;De 10h à 16h;1931
BOIS-COLOMBES;87381079;DIM;2023-11-19;2023;J;J4;De 16h à 20h;1029
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J4;Après 20h;457
BOIS-LE-ROI;87682203;SAM;2023-11-18;2023;R;R;De 16h à 20h;329
BOIS-LE-ROI;87682203;DIM;2023-11-19;2023;R;R;De 16h à 20h;473
BOIS-LE-ROI;87682203;JOB;2023-11-14;2023;R;R;De 16h à 20h;294
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;Après 20h;2
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;De 10h à 16h;26
BOISSISE-LE-ROI;87682518;SAM;2024-02-03;2024;D;D;De 6h à 10h;16
BOISSISE-LE-ROI;87682518;DIM;2024-03-03;2024;D;D;Après 20h;5
BOISSY-L'AILLERIE;87381152;SAM;2023-11-18;2023;J;J6;Après 20h;6
BOISSY-L'AILLERIE;87381152;SAM;2023-11-18;2023;J;J6;De 16h à 20h;54
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;Après 20h;12
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;Avant 6h;5
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;1365
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;De 6h à 10h;0
BONDY;87113407;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;79
BONDY;87113407;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;442
BONDY;87113407;DIM;2022-03-20;2022;E;E;Avant 6h;72
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 10h à 16h;3288
BONDY;87113407;JOB;2022-03-22;2022;E;E;De 10h à 16h;3840
BONNIERES;87415893;JOB;2021-07-12;2021;J;J5;De 10h à 16h;62
BORAN-SUR-OISE;87276444;DIM;2023-11-19;2023;H;H;De 6h à 10h;1
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;De 10h à 16h;8
BOUFFEMONT-MOISSELLES;87276485;SAM;2023-11-18;2023;H;H;Après 20h;62
BOUFFEMONT-MOISSELLES;87276485;SAM;2023-11-18;2023;H;H;De 16h à 20h;203
BOUFFEMONT-MOISSELLES;87276485;SAM;2023-11-18;2023;H;H;De 6h à 10h;173
BOUFFEMONT-MOISSELLES;87276485;DIM;2023-11-19;2023;H;H;Après 20h;44
BOUFFEMONT-MOISSELLES;87276485;DIM;2023-11-19;2023;H;H;De 10h à 16h;264
BOUFFEMONT-MOISSELLES;87276485;DIM;2023-11-19;2023;H;H;De 6h à 10h;95
BOUGIVAL;87382440;SAM;2023-11-18;2023;L;L2;De 16h à 20h;187
BOUGIVAL;87382440;SAM;2023-11-18;2023;L;L2;De 6h à 10h;115
BOUGIVAL;87382440;DIM;2023-11-19;2023;L;L2;Avant 6h;5
BOUGIVAL;87382440;JOB;2023-11-14;2023;L;L2;De 10h à 16h;271
BOULAINVILLIERS;87543181;SAM;2017-04-22;2017;C;C;De 10h à 16h;1043
BOULAINVILLIERS;87543181;SAM;2017-04-22;2017;C;C;De 6h à 10h;291
BOULAINVILLIERS;87543181;DIM;2017-04-23;2017;C;C;De 6h à 10h;184
BOULAINVILLIERS;87543181;JOB;2017-04-25;2017;C;C;De 16h à 20h;3079
BOURAY;87545178;DIM;2017-04-23;2017;C;C;Avant 6h;17
BOURAY;87545178;JOB;2017-04-25;2017;C;C;Avant 6h;60
BOURRON-MARLOTTE-GREZ;87684118;DIM;2023-11-19;2023;R;R;De 16h à 20h;170
BOURRON-MARLOTTE-GREZ;87684118;JOB;2023-11-14;2023;R;R;Après 20h;6
BOURRON-MARLOTTE-GREZ;87684118;JOB;2023-11-14;2023;R;R;Avant 6h;4
BOUSSY-SAINT-ANTOINE;87682138;DIM;2024-03-03;2024;D;D;De 16h à 20h;765
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;Avant 6h;201
BOUTIGNY;87681478;DIM;2024-03-03;2024;D;D;De 10h à 16h;53
BOUTIGNY;87681478;DIM;2024-03-03;2024;D;D;De 6h à 10h;29
BRETIGNY;87545194;JOB;2017-04-25;2017;C;C;Après 20h;553
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2017-04-22;2017;C;C;De 6h à 10h;57
BREUILLET-BRUYERES-LE-CHATEL;87545483;JOB;2017-04-25;2017;C;C;Après 20h;9
BREUILLET-VILLAGE;87545491;SAM;2017-04-22;2017;C;C;De 16h à 20h;114
BREUILLET-VILLAGE;87545491;DIM;2017-04-23;2017;C;C;Après 20h;44
BREUILLET-VILLAGE;87545491;DIM;2017-04-23;2017;C;C;Avant 6h;4
BREUILLET-VILLAGE;87545491;DIM;2017-04-23;2017;C;C;De 6h à 10h;62
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;Après 20h;32
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;De 6h à 10h;759
ABLON;87545269;SAM;2017-04-22;2017;C;C;Après 20h;116
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;De 6h à 10h;588
ABLON;87545269;DIM;2017-04-23;2017;C;C;Après 20h;69
BRUYERES-SUR-OISE;87276451;JOB;2023-11-14;2023;H;H;De 6h à 10h;107
ABLON;87545269;DIM;2017-04-23;2017;C;C;De 16h à 20h;266
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 16h à 20h;7
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-22;2022;A;A;De 10h à 16h;34
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 6h à 10h;8
ACHERES-VILLE;87381657;SAM;2022-11-19;2022;A;A;De 10h à 16h;1701
BUNO-GIRONVILLE;87681510;DIM;2024-03-03;2024;D;D;De 16h à 20h;15
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;De 10h à 16h;802
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;Avant 6h;8
ACHERES-VILLE;87381657;DIM;2022-11-20;2022;A;A;De 6h à 10h;292
BUNO-GIRONVILLE;87681510;JOB;2024-12-03;2024;D;D;De 10h à 16h;18
ACHERES-VILLE;87381657;JOB;2022-11-22;2022;A;A;De 10h à 16h;337
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;142
ACHERES-VILLE;87381657;JOB;2022-11-30;2022;A;A;Après 20h;134
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;15
ACHERES-VILLE;87381657;JOB;2022-11-30;2022;A;A;De 6h à 10h;1810
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;40
ACHERES-VILLE;87381657;JOB;2023-11-14;2023;L;L3;De 10h à 16h;128
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;De 10h à 16h;3008
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;Après 20h;387
CERGY-LE-HAUT;87382655;SAM;2022-11-19;2022;A;A;De 6h à 10h;1204
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-24;2019;B;B;Après 20h;1961
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;Après 20h;295
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-05-10;2023;B;B;De 6h à 10h;2038
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;De 16h à 20h;960
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-10-10;2023;B;B;Avant 6h;3
CERGY-LE-HAUT;87382655;JOB;2022-11-22;2022;A;A;De 6h à 10h;0
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-16;2019;B;B;De 16h à 20h;2065
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;Avant 6h;447
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;Avant 6h;0
CERGY-LE-HAUT;87382655;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1600
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;277
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;De 16h à 20h;3859
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;Avant 6h;13
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;Avant 6h;82
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;425
CERGY-PREFECTURE;87381905;JOB;2022-11-22;2022;A;A;Après 20h;314
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;31
CERGY-PREFECTURE;87381905;JOB;2022-11-22;2022;A;A;De 10h à 16h;1700
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;31
CERGY-PREFECTURE;87381905;JOB;2022-11-22;2022;A;A;De 6h à 10h;542
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;De 16h à 20h;115
CERGY-PREFECTURE;87381905;JOB;2022-11-30;2022;A;A;Avant 6h;120
ARBORETUM;87704320;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;293
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1475
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;36
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;Après 20h;498
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;62
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;De 16h à 20h;1956
ARBORETUM;87704320;DIM;2021-12-09;2021;T4;T4;Avant 6h;2
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;Avant 6h;80
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;294
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Après 20h;291
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;De 6h à 10h;1129
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;De 6h à 10h;2848
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;De 10h à 16h;3533
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2023-11-14;2023;L;L3;De 10h à 16h;232
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;De 6h à 10h;1062
CERNAY;87276063;SAM;2017-04-22;2017;C;C;Avant 6h;19
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;De 16h à 20h;4890
CERNAY;87276063;SAM;2017-04-22;2017;C;C;De 10h à 16h;615
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;Après 20h;82
CERNAY;87276063;SAM;2017-04-22;2017;C;C;De 6h à 10h;237
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;Avant 6h;112
CERNAY;87276063;DIM;2017-04-23;2017;C;C;Après 20h;57
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;De 16h à 20h;710
CERNAY;87276063;DIM;2017-04-23;2017;C;C;De 6h à 10h;143
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;J;J4;Après 20h;686
CERNAY;87276063;DIM;2023-11-19;2023;H;H;De 6h à 10h;140
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L2;Avant 6h;21
CERNAY;87276063;JOB;2017-04-25;2017;C;C;Après 20h;67
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;Avant 6h;26
CESSON;87682161;DIM;2024-03-03;2024;D;D;Après 20h;71
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J6;Après 20h;35
CESSON;87682161;JOB;2024-05-03;2024;D;D;Après 20h;104
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;Avant 6h;79
CESSON;87682161;JOB;2024-05-03;2024;D;D;Avant 6h;158
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;De 16h à 20h;2977
CHAMARANDE;87545152;SAM;2017-04-22;2017;C;C;De 16h à 20h;47
ATHIS-MONS;87545251;SAM;2017-04-22;2017;C;C;Avant 6h;17
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;Avant 6h;1
ATHIS-MONS;87545251;JOB;2017-04-25;2017;C;C;De 10h à 16h;661
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;De 10h à 16h;53
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;Après 20h;896
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;Avant 6h;6
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;427
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;Avant 6h;8
AULNAY-SOUS-BOIS;87271411;DIM;2023-11-19;2023;K;K;Après 20h;23
CHAMPAGNE-SUR-SEINE;87682450;DIM;2023-11-19;2023;R;R;Avant 6h;11
AULNAY-SOUS-BOIS;87271411;DIM;2023-11-19;2023;K;K;De 10h à 16h;49
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;Après 20h;6
AULNAY-SOUS-BOIS;87271411;JOB;2023-05-10;2023;B;B;Après 20h;1649
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 6h à 10h;134
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 16h à 20h;4970
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;De 16h à 20h;570
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 6h à 10h;2200
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;De 6h à 10h;436
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;Avant 6h;161
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;Après 20h;145
AUVERS-SUR-OISE;87276543;DIM;2023-11-19;2023;H;H;Après 20h;4
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;Avant 6h;26
AUVERS-SUR-OISE;87276543;DIM;2023-11-19;2023;H;H;De 10h à 16h;51
CHAMP-DE-COURSES-D'ENGHIEN;87276030;JOB;2023-11-14;2023;H;H;De 10h à 16h;848
